engine_size,horsepower,mileage,age,brand_score,price,expensive
1.14,99.0,20.8,14,6.2,15167.79,0
4.78,469.0,32.7,9,6.64,107634.23,1
4.1,340.0,22.5,18,7.63,76666.35,1
4.52,368.0,18.7,15,8.13,90664.37,1
2.06,171.0,22.0,1,7.8,47159.59,0
1.68,156.0,48.9,17,5.97,36511.66,0
1.07,66.0,25.2,5,7.82,13442.23,0
2.75,249.0,38.7,2,4.15,54097.86,0
3.95,264.0,27.0,10,3.53,62368.73,1
2.96,268.0,13.6,17,7.09,64906.01,1
3.19,293.0,14.8,3,7.04,66772.35,1
5.52,469.0,27.9,12,3.1,103683.59,1
2.74,213.0,42.9,0,7.13,56251.88,0
3.57,319.0,20.6,2,6.03,81793.17,1
4.92,299.0,31.6,8,1.98,56568.32,0
2.98,256.0,36.0,19,8.15,52545.25,0
4.11,285.0,47.4,18,7.61,55091.69,0
5.31,459.0,28.6,13,8.37,103188.29,1
5.75,377.0,23.4,3,2.84,88057.34,1
1.74,117.0,34.1,7,9.85,26961.64,0
5.63,440.0,21.9,12,1.48,102179.87,1
3.46,281.0,25.1,3,8.05,74965.84,1
2.29,176.0,26.1,2,5.2,42005.0,0
3.3,279.0,26.9,14,1.8,60698.2,1
5.9,367.0,15.4,17,2.75,86693.47,1
3.46,234.0,14.3,9,1.58,61944.81,1
2.64,159.0,26.5,12,7.68,36423.92,0
4.17,345.0,13.2,11,4.34,69487.51,1
2.2,193.0,28.2,16,1.0,26890.52,0
1.38,109.0,47.8,15,9.13,12724.47,0
1.64,129.0,33.3,9,4.59,27307.89,0
1.64,126.0,10.4,6,9.4,35063.12,0
1.76,129.0,29.6,10,7.68,31945.39,0
1.69,141.0,14.4,1,7.36,40686.58,0
4.2,253.0,28.7,17,8.08,63926.65,1
1.91,160.0,49.0,13,2.89,18289.05,0
2.73,217.0,47.9,1,2.33,42103.79,0
5.48,466.0,27.0,14,2.65,105235.86,1
3.37,317.0,46.9,17,2.01,62193.88,1
4.34,404.0,12.5,0,5.62,101765.03,1
1.86,172.0,16.2,12,3.19,27276.41,0
1.96,150.0,17.7,10,9.24,38324.11,0
1.2,91.0,12.1,1,9.19,23941.7,0
1.84,126.0,34.6,11,5.26,19100.39,0
2.39,146.0,33.2,17,6.97,26243.28,0
1.89,152.0,33.3,0,1.19,30242.26,0
1.44,143.0,20.5,13,2.14,27742.43,0
1.6,144.0,36.2,9,2.31,18266.91,0
3.3,270.0,11.9,2,1.93,59207.7,0
2.03,146.0,19.2,11,6.83,36339.68,0
2.82,183.0,48.0,12,4.85,27838.16,0
3.52,248.0,10.6,2,8.55,69407.43,1
4.45,362.0,15.0,9,3.9,80058.52,1
1.2,102.0,48.8,0,6.08,20192.62,0
5.0,373.0,42.3,8,3.95,79479.34,1
4.14,266.0,38.6,16,5.15,57949.11,0
1.41,99.0,48.2,3,3.13,15465.58,0
5.37,377.0,17.1,18,5.88,97653.61,1
5.6,456.0,28.5,17,7.6,97803.71,1
1.31,84.0,17.0,8,7.65,26205.68,0
2.38,170.0,39.7,10,1.95,30744.72,0
5.03,371.0,44.0,7,1.56,73590.12,1
4.74,384.0,44.5,6,1.32,76877.5,1
1.92,138.0,27.2,11,8.76,31447.49,0
2.05,135.0,41.6,7,1.46,19336.9,0
2.85,174.0,48.3,0,4.64,30611.12,0
3.42,229.0,34.8,0,1.28,44045.43,0
4.09,380.0,44.1,18,8.66,74439.39,1
2.84,210.0,41.0,5,9.0,47705.66,0
3.31,270.0,22.7,5,5.72,68654.71,1
4.74,377.0,46.5,13,8.94,89468.58,1
1.18,84.0,43.8,3,9.21,18242.15,0
2.26,212.0,19.6,0,4.22,48204.1,0
4.57,446.0,13.0,0,5.93,101797.39,1
5.48,375.0,30.4,17,3.84,81453.6,1
3.56,329.0,18.1,19,1.8,62763.6,1
3.66,330.0,29.7,13,6.5,74641.75,1
1.54,144.0,45.0,7,6.19,31611.26,0
3.24,247.0,12.9,12,1.31,59751.8,0
3.66,320.0,15.8,4,1.84,65491.66,1
2.21,149.0,16.9,17,9.18,26004.77,0
2.35,232.0,43.5,8,5.96,47281.06,0
2.89,257.0,13.5,7,6.25,57926.82,0
1.1,69.0,22.4,13,2.1,6915.93,0
2.61,248.0,11.5,9,9.33,67737.12,1
2.06,203.0,40.9,16,8.53,40910.64,0
2.64,194.0,35.6,17,1.24,27908.14,0
1.6,130.0,17.4,13,9.7,26454.93,0
5.45,543.0,19.2,1,1.61,115136.09,1
3.97,310.0,14.7,13,3.07,73865.52,1
4.4,381.0,30.5,6,5.13,86566.91,1
4.95,387.0,13.9,5,3.64,96534.87,1
3.49,220.0,16.7,5,2.08,53741.11,0
1.43,115.0,29.9,18,1.18,18859.52,0
3.69,343.0,39.4,11,1.95,68124.07,1
3.93,242.0,21.3,10,4.53,52972.85,0
4.73,367.0,18.9,4,7.19,82375.87,1
3.16,294.0,40.2,8,3.56,65976.01,1
1.64,122.0,20.1,9,3.55,28843.07,0
2.42,240.0,37.7,1,7.09,49379.95,0
2.82,212.0,30.6,11,3.34,37876.83,0
4.23,386.0,30.2,14,3.6,75988.83,1
3.85,269.0,29.3,6,6.53,54940.48,0
2.78,204.0,13.2,6,8.33,55444.17,0
5.93,527.0,48.6,5,4.03,120065.55,1
4.03,251.0,28.7,3,2.69,49566.2,0
2.19,140.0,26.8,9,1.12,22974.24,0
1.51,107.0,13.8,5,2.85,31764.07,0
1.76,123.0,26.5,17,6.87,20917.77,0
2.23,140.0,39.8,2,1.15,25953.73,0
1.8,178.0,18.3,5,2.44,37147.32,0
1.93,138.0,36.8,17,4.76,21658.47,0
2.43,216.0,39.9,11,5.8,38853.94,0
1.87,142.0,34.9,17,1.64,14654.16,0
5.48,546.0,49.0,10,1.85,110083.63,1
1.4,92.0,27.5,7,5.7,16443.81,0
3.62,271.0,22.3,18,2.56,52698.26,0
3.05,236.0,11.4,10,8.64,63164.9,1
5.91,524.0,19.9,1,6.44,129012.06,1
1.56,125.0,38.2,9,9.16,29714.54,0
2.99,269.0,22.2,1,1.49,66320.51,1
5.85,548.0,22.3,1,4.49,120325.24,1
5.33,381.0,38.4,0,5.33,91543.89,1
5.09,469.0,33.1,12,1.45,101951.64,1
2.29,182.0,27.2,7,6.76,37765.43,0
1.85,117.0,12.4,19,3.7,24280.32,0
4.34,312.0,15.4,14,1.27,72109.93,1
5.65,520.0,28.2,2,6.96,120241.12,1
3.78,286.0,33.6,6,1.43,65548.12,1
3.86,246.0,25.9,6,7.31,66441.9,1
2.4,205.0,19.5,1,1.72,37758.33,0
4.85,456.0,43.7,10,5.52,99500.23,1
1.94,127.0,38.7,16,7.05,21334.53,0
2.62,214.0,46.1,7,6.66,41424.76,0
3.13,214.0,46.7,13,7.43,44929.74,0
3.54,260.0,36.2,9,5.49,56507.31,0
2.21,169.0,25.8,4,3.89,40207.98,0
1.57,95.0,29.0,15,3.7,16797.2,0
4.05,301.0,12.6,13,2.92,62452.2,1
2.44,177.0,14.7,17,1.91,28774.58,0
3.91,339.0,20.4,4,1.52,74340.76,1
1.77,169.0,16.7,13,4.63,34361.54,0
3.41,219.0,14.7,1,9.71,54461.47,0
3.66,290.0,28.0,11,8.67,70819.85,1
1.26,90.0,31.6,5,6.51,18378.42,0
2.68,267.0,42.8,14,8.18,49729.34,0
1.67,152.0,30.5,13,6.35,41854.0,0
1.32,85.0,29.0,5,2.24,10346.54,0
5.95,445.0,22.9,8,6.14,108469.12,1
2.61,168.0,42.1,8,9.67,42347.02,0
5.05,462.0,36.8,12,2.29,92957.64,1
2.27,180.0,17.2,17,7.36,29766.46,0
4.41,379.0,31.2,4,8.47,86525.13,1
4.8,398.0,16.4,7,5.54,91723.05,1
3.98,268.0,38.3,18,6.06,53360.49,0
3.36,203.0,22.4,8,4.16,32860.72,0
3.06,290.0,31.0,10,8.12,67480.16,1
2.74,175.0,10.7,8,7.97,46778.25,0
5.65,518.0,44.4,19,6.52,101445.19,1
5.15,348.0,25.8,1,7.25,87430.54,1
5.83,549.0,10.7,11,6.17,128785.72,1
1.62,136.0,12.9,6,4.58,35395.13,0
4.65,353.0,42.3,1,1.39,80209.31,1
5.69,491.0,41.4,2,6.79,108409.89,1
1.91,136.0,15.3,15,7.29,33586.37,0
1.33,102.0,38.7,19,6.57,21097.05,0
4.71,438.0,31.8,16,5.83,81463.49,1
3.87,234.0,40.3,13,6.23,48019.98,0
5.21,361.0,20.8,14,9.86,81733.29,1
1.7,152.0,12.9,11,7.89,39621.97,0
4.98,442.0,15.9,17,5.5,102962.73,1
2.01,134.0,47.4,19,7.43,29238.66,0
1.82,181.0,19.3,5,3.55,34920.74,0
1.82,158.0,48.2,9,4.1,26573.57,0
5.07,380.0,29.1,1,1.32,85653.93,1
4.33,321.0,27.9,1,8.82,78569.1,1
3.62,293.0,48.8,6,4.02,64065.3,1
2.79,171.0,18.3,10,8.56,43889.01,0
5.39,477.0,38.5,9,2.48,109869.9,1
2.96,186.0,15.0,8,9.52,45393.32,0
5.08,437.0,44.8,8,3.49,95288.27,1
3.2,295.0,11.7,7,6.46,66339.13,1
2.88,277.0,40.8,8,5.72,64082.62,1
3.31,218.0,20.0,7,7.4,52329.04,0
2.51,225.0,33.9,1,4.6,49788.15,0
4.74,471.0,44.2,16,2.07,103082.54,1
3.51,220.0,39.5,11,7.57,53435.63,0
2.16,132.0,48.3,18,5.88,19341.28,0
5.5,377.0,44.1,11,8.97,79819.42,1
2.92,199.0,26.6,3,8.63,46347.95,0
3.72,271.0,25.0,8,9.62,66818.67,1
5.53,536.0,40.5,9,1.28,112236.11,1
4.12,360.0,21.6,17,3.9,80529.42,1
1.58,95.0,24.6,17,6.23,18727.22,0
5.7,455.0,43.8,2,8.64,102660.3,1
4.14,393.0,15.4,3,6.83,90512.76,1
2.67,217.0,10.9,1,9.24,56883.82,0
1.7,115.0,48.1,5,7.72,25289.03,0
4.97,488.0,18.7,8,5.61,111545.8,1
4.1,296.0,15.9,13,4.87,68878.7,1
3.67,272.0,33.5,1,5.8,72899.71,1
5.47,406.0,45.8,6,8.53,96894.48,1
4.94,374.0,25.8,10,6.64,86351.52,1
1.76,155.0,37.5,8,7.16,43638.8,0
2.56,186.0,35.1,1,5.4,35537.02,0
2.24,176.0,26.5,18,2.37,35950.21,0
4.72,333.0,13.5,2,4.82,78614.01,1
1.17,94.0,47.1,13,1.56,5000.0,0
3.85,377.0,49.1,9,8.75,83980.27,1
4.81,344.0,31.8,7,4.54,78688.57,1
5.38,498.0,14.8,16,3.77,111297.81,1
2.71,186.0,38.4,9,5.64,36343.3,0
5.11,336.0,12.6,8,8.06,81742.18,1
1.55,99.0,33.7,14,6.33,15701.7,0
5.23,519.0,29.5,15,4.32,116385.79,1
1.64,136.0,12.1,18,1.73,27856.05,0
2.99,241.0,16.2,9,7.09,63868.65,1
4.99,301.0,15.5,7,4.43,69547.93,1
1.75,139.0,38.4,18,7.55,17600.16,0
2.15,186.0,40.5,18,8.13,28163.43,0
4.61,352.0,14.0,7,3.54,73699.06,1
4.6,300.0,24.0,2,1.75,74563.07,1
4.21,298.0,15.2,16,7.48,82125.48,1
4.47,396.0,46.7,15,7.56,84334.59,1
3.71,293.0,12.4,1,7.72,78819.96,1
2.26,179.0,26.1,11,1.52,31951.34,0
2.73,168.0,19.6,1,7.38,42946.72,0
1.91,155.0,47.5,14,6.97,28525.75,0
5.54,427.0,45.1,8,5.5,92572.87,1
3.92,373.0,24.3,6,8.11,85330.57,1
3.0,226.0,27.4,12,5.72,37745.76,0
3.31,279.0,13.7,16,4.27,59987.92,0
5.74,559.0,25.9,10,4.64,117809.14,1
1.77,146.0,32.1,6,9.75,32316.58,0
3.93,240.0,24.8,15,4.52,47319.42,0
3.53,226.0,13.4,12,3.02,46561.78,0
4.06,401.0,18.5,7,8.31,93164.74,1
1.09,89.0,20.7,3,5.97,22533.58,0
5.36,362.0,40.8,11,4.58,81802.89,1
5.66,468.0,18.1,1,7.32,107785.08,1
3.83,376.0,37.6,13,8.5,74560.99,1
4.48,277.0,22.5,17,3.81,60409.23,1
5.61,455.0,14.4,17,3.96,100962.88,1
4.54,297.0,30.1,16,8.12,80026.11,1
1.76,137.0,43.0,13,8.5,25199.75,0
3.88,334.0,22.2,5,8.86,88439.6,1
4.03,316.0,33.5,13,9.38,71138.14,1
3.12,307.0,43.1,2,1.56,58666.27,0
4.68,390.0,20.7,11,7.5,94023.44,1
5.67,559.0,13.7,2,2.31,126279.13,1
5.63,409.0,19.0,13,7.25,94931.23,1
3.25,198.0,44.3,18,5.92,38544.17,0
1.57,104.0,23.1,16,9.11,27903.69,0
5.92,372.0,17.1,6,6.87,89877.53,1
5.19,465.0,30.2,19,4.62,96214.66,1
1.62,110.0,34.7,10,8.35,22155.03,0
5.6,506.0,28.5,12,2.47,110219.57,1
5.35,436.0,23.0,11,5.3,101249.19,1
3.59,247.0,29.7,6,4.76,49404.18,0
3.96,335.0,46.1,6,1.15,65014.53,1
3.0,181.0,35.9,13,5.81,37355.43,0
1.27,93.0,27.3,4,9.96,24034.83,0
2.68,245.0,42.6,14,3.11,48956.98,0
5.01,451.0,10.1,18,4.88,99575.88,1
1.02,93.0,17.9,12,3.32,17967.83,0
2.67,223.0,31.5,9,1.27,41220.22,0
2.99,248.0,36.2,15,1.63,51947.33,0
3.69,282.0,29.7,2,5.69,61011.46,1
5.6,548.0,36.0,11,8.83,120904.38,1
2.73,267.0,34.5,1,2.73,58709.93,0
2.73,165.0,32.6,19,2.77,33939.57,0
4.69,462.0,15.8,16,9.49,107201.58,1
3.26,309.0,27.7,12,2.83,64912.44,1
2.12,179.0,27.6,4,1.23,38261.64,0
3.26,238.0,19.1,19,2.62,48693.9,0
1.7,131.0,45.8,14,4.37,26329.91,0
1.88,177.0,45.2,7,9.57,46677.44,0
3.49,230.0,22.1,13,6.16,56773.43,0
3.09,262.0,18.7,14,8.94,50959.96,0
5.57,386.0,25.7,12,9.9,92651.35,1
2.81,211.0,11.4,15,2.44,40650.48,0
3.9,235.0,45.9,13,2.72,54043.44,0
4.16,411.0,17.7,3,1.36,94735.16,1
1.07,69.0,19.0,17,3.88,20814.86,0
4.32,391.0,28.0,2,4.46,87067.29,1
1.89,156.0,33.1,12,6.63,33982.88,0
5.81,541.0,27.6,10,1.45,123190.5,1
1.74,140.0,30.1,1,4.86,40125.41,0
3.07,305.0,45.0,3,2.87,59791.86,0
1.43,121.0,42.6,4,9.33,31071.38,0
5.98,506.0,10.4,4,9.56,118586.43,1
3.51,340.0,29.3,12,1.89,74754.96,1
3.98,280.0,39.5,17,4.12,51753.71,0
1.34,100.0,37.9,9,2.66,13780.59,0
4.75,411.0,24.3,17,4.0,94428.83,1
2.05,135.0,37.3,1,4.97,25165.96,0
5.49,507.0,35.3,15,7.25,103768.53,1
2.03,170.0,20.4,14,5.48,36598.16,0
1.95,176.0,18.4,8,2.44,34813.68,0
1.18,118.0,12.9,15,4.77,28861.07,0
3.36,333.0,27.4,19,2.58,64210.79,1
3.82,298.0,30.7,1,5.4,80682.07,1
1.33,95.0,11.6,13,4.79,20615.64,0
4.88,417.0,26.1,3,8.16,105509.02,1
3.27,289.0,13.7,6,2.72,65549.4,1
3.62,260.0,13.0,8,9.11,68404.54,1
3.2,228.0,21.5,9,1.68,58345.65,0
3.0,206.0,30.8,13,7.77,51985.4,0
3.8,366.0,34.4,3,7.46,84609.76,1
1.78,114.0,32.6,0,3.83,26974.63,0
1.91,133.0,48.5,1,6.63,23734.33,0
5.31,451.0,19.0,16,8.31,108631.99,1
5.73,451.0,27.8,19,1.07,91964.89,1
2.87,186.0,30.0,5,6.44,46286.8,0
2.35,168.0,18.3,3,3.26,33148.32,0
4.22,322.0,19.9,1,8.14,78498.61,1
3.04,299.0,36.0,12,1.44,52572.53,0
1.13,86.0,44.3,8,2.8,7079.64,0
1.78,115.0,26.5,8,7.9,27688.99,0
4.58,453.0,33.6,9,8.1,99220.27,1
4.29,332.0,49.3,14,8.79,74429.82,1
1.14,75.0,41.1,5,5.48,10885.99,0
2.11,178.0,14.5,6,5.27,51607.51,0
2.16,199.0,50.0,2,4.06,41350.73,0
4.36,386.0,37.8,17,3.42,72487.5,1
1.1,80.0,16.3,6,1.98,9209.45,0
1.52,106.0,19.3,7,9.73,41247.32,0
5.0,477.0,36.9,0,5.19,105479.0,1
1.89,128.0,43.6,7,7.01,20721.91,0
4.26,385.0,30.8,5,1.39,88248.44,1
2.19,133.0,32.8,3,4.89,35026.27,0
1.5,115.0,17.8,13,8.58,25413.47,0
2.22,221.0,34.5,4,9.78,52289.15,0
4.61,393.0,33.3,12,5.89,83733.67,1
5.28,382.0,27.5,0,1.21,90206.72,1
5.15,453.0,12.2,10,6.08,104893.83,1
2.99,222.0,36.5,0,2.94,51858.05,0
4.34,423.0,30.8,11,1.24,90292.62,1
2.02,140.0,29.4,2,7.85,32277.96,0
2.47,180.0,48.6,1,6.92,32551.91,0
5.48,480.0,33.1,17,6.68,100916.79,1
1.07,98.0,47.3,10,8.21,16266.76,0
1.43,119.0,37.5,17,4.69,14289.46,0
2.04,146.0,17.8,10,2.42,30013.25,0
1.13,94.0,32.3,18,4.73,16436.33,0
1.91,131.0,39.9,6,6.88,24125.86,0
3.92,244.0,39.9,0,8.2,52737.88,0
3.11,301.0,14.6,6,1.6,65845.86,1
5.46,433.0,14.1,9,2.85,104487.89,1
5.09,403.0,10.9,10,7.74,98905.82,1
2.71,243.0,36.0,12,7.03,58304.97,0
2.3,190.0,25.8,10,4.65,32326.34,0
2.9,227.0,41.8,11,4.35,47713.99,0
3.95,363.0,44.9,18,9.15,66764.97,1
2.34,185.0,40.8,17,5.18,31106.36,0
4.12,398.0,30.1,11,6.73,85191.0,1
3.05,220.0,30.1,14,2.49,36880.03,0
3.76,231.0,15.7,19,5.82,53808.56,0
3.18,210.0,34.9,5,6.88,42535.14,0
2.47,229.0,23.7,9,8.24,54128.46,0
5.74,557.0,13.1,18,8.56,116628.02,1
4.82,304.0,36.6,9,8.69,64265.97,1
1.7,164.0,35.8,4,9.48,45120.13,0
5.34,522.0,11.3,17,2.62,102844.84,1
3.44,310.0,49.3,9,5.59,64273.07,1
5.47,495.0,12.8,10,5.89,116490.35,1
5.0,300.0,17.3,2,3.19,74910.22,1
3.13,216.0,38.3,7,7.98,54947.25,0
1.11,76.0,40.5,16,9.29,12370.73,0
2.34,195.0,22.8,5,9.18,47291.01,0
3.71,320.0,35.3,4,1.07,64672.78,1
4.17,401.0,23.4,6,7.91,96966.44,1
2.29,182.0,23.2,7,4.19,30218.57,0
1.7,136.0,47.1,8,2.49,19808.33,0
5.17,321.0,38.6,10,5.79,79810.99,1
5.92,591.0,30.7,7,5.65,137792.94,1
3.63,355.0,19.1,9,5.87,73689.47,1
1.86,117.0,22.3,0,4.12,28381.89,0
2.36,194.0,46.6,14,5.82,38525.68,0
1.09,81.0,32.1,19,5.88,15592.6,0
5.57,430.0,31.8,19,2.56,82307.06,1
1.59,137.0,24.2,13,3.41,18557.48,0
3.88,298.0,14.5,1,3.09,66995.29,1
2.37,189.0,30.3,19,3.95,37155.64,0
3.77,267.0,47.7,19,2.38,42576.7,0
4.26,270.0,36.8,8,1.61,55627.35,0
5.15,465.0,24.2,18,5.16,99926.93,1
2.03,153.0,42.2,16,3.95,21768.74,0
1.05,100.0,45.7,6,3.48,21313.3,0
1.68,164.0,21.5,1,3.94,36983.61,0
5.5,349.0,22.3,18,4.36,72315.99,1
5.37,469.0,36.4,1,8.37,106843.42,1
3.99,370.0,31.0,17,8.28,78537.02,1
4.0,344.0,25.8,10,1.41,65078.55,1
4.33,317.0,18.1,1,1.97,69357.9,1
1.88,134.0,21.7,1,3.01,40236.81,0
5.57,437.0,21.1,4,8.58,101737.12,1
3.09,217.0,12.7,6,3.59,55355.85,0
2.92,280.0,12.5,4,9.42,71801.44,1
3.59,222.0,31.2,14,1.61,43562.61,0
1.23,79.0,39.1,10,6.35,15930.56,0
1.83,154.0,18.8,11,9.66,42767.92,0
4.69,405.0,41.7,6,5.77,87496.09,1
1.41,126.0,49.8,11,1.43,12281.19,0
4.02,286.0,41.9,10,2.32,54441.73,0
2.23,160.0,24.8,11,2.68,28643.69,0
2.95,226.0,41.8,11,1.86,44122.62,0
2.44,169.0,28.0,16,2.14,31687.03,0
2.78,209.0,22.1,5,9.61,52370.16,0
4.6,404.0,24.1,0,9.83,89590.46,1
2.49,199.0,36.6,5,7.09,44860.19,0
3.83,378.0,11.7,16,7.86,87409.27,1
3.38,281.0,44.3,0,3.01,55480.74,0
4.32,316.0,35.4,17,2.66,56755.6,0
5.68,382.0,46.6,9,6.83,88948.36,1
4.66,321.0,35.2,18,9.53,68331.71,1
2.07,126.0,40.8,9,1.89,20167.5,0
1.16,90.0,36.3,18,1.97,5000.0,0
2.31,227.0,34.4,9,6.41,48385.41,0
3.98,363.0,42.6,19,2.47,77005.39,1
1.26,91.0,22.0,2,7.09,26657.17,0
3.48,320.0,10.3,17,2.76,66477.11,1
3.98,387.0,28.1,8,7.66,86065.44,1
2.67,232.0,31.6,4,1.25,43948.15,0
4.85,390.0,31.3,4,9.36,89984.49,1
1.53,100.0,10.6,19,2.21,14622.16,0
1.38,87.0,33.0,15,3.46,17806.52,0
4.64,319.0,29.8,10,4.04,72402.44,1
3.48,301.0,35.5,11,4.28,53551.45,0
4.44,294.0,49.8,4,4.53,69592.73,1
3.17,258.0,19.1,11,2.43,54828.96,0
2.23,173.0,11.2,19,3.2,27660.28,0
5.1,434.0,49.1,14,9.37,96632.96,1
5.0,310.0,38.4,9,7.13,75694.36,1
4.47,443.0,20.1,18,4.04,85074.3,1
2.36,207.0,49.2,7,1.72,41189.33,0
3.95,351.0,13.9,0,4.97,82179.74,1
2.8,170.0,22.6,18,8.22,46473.56,0
1.46,92.0,26.1,9,5.82,27371.1,0
5.59,489.0,27.7,17,1.69,117032.17,1
1.68,108.0,26.2,10,2.8,20021.81,0
5.75,551.0,25.0,16,2.36,114893.13,1
3.23,274.0,21.9,14,6.31,63129.96,1
1.93,121.0,36.1,12,6.63,26564.45,0
3.71,314.0,46.0,6,5.65,66672.31,1
5.36,494.0,40.1,13,7.38,102616.06,1
4.66,429.0,18.1,7,7.6,100962.72,1
5.03,383.0,11.1,17,8.87,98236.54,1
4.29,336.0,29.7,11,8.77,77766.41,1
4.46,399.0,40.9,5,7.78,96607.45,1
5.25,499.0,45.8,16,1.33,108020.69,1
2.25,206.0,24.1,7,9.99,43546.19,0
3.45,289.0,28.7,19,4.44,59794.65,0
2.11,188.0,11.8,3,6.31,48273.29,0
5.94,511.0,17.6,2,7.52,114631.36,1
5.72,475.0,39.7,18,4.39,108448.06,1
1.2,116.0,22.3,17,8.73,23693.71,0
4.53,389.0,30.9,8,7.59,99934.67,1
5.63,424.0,23.0,10,1.47,96109.12,1
1.9,188.0,18.3,4,8.12,46051.07,0
3.84,376.0,43.8,6,9.93,78994.81,1
5.58,509.0,34.8,5,4.67,111929.46,1
1.17,72.0,27.0,16,8.8,6861.08,0
4.49,400.0,44.3,14,3.27,79539.94,1
2.49,152.0,13.3,5,7.89,45203.09,0
5.62,354.0,17.4,11,6.36,86451.43,1
5.86,434.0,12.0,9,3.61,99557.43,1
5.72,416.0,21.9,10,8.49,97882.9,1
3.37,278.0,41.8,5,3.5,60681.34,1
5.31,370.0,33.7,7,2.56,76858.02,1
5.22,355.0,22.0,12,2.68,80902.05,1
2.6,225.0,44.8,4,8.54,52577.54,0
5.14,400.0,23.9,15,9.72,93391.71,1
1.19,74.0,18.1,14,8.77,18596.96,0
3.98,309.0,43.2,7,7.05,58076.8,0
2.15,194.0,42.2,16,9.7,27669.42,0
1.6,100.0,32.0,12,3.92,8845.02,0
1.38,133.0,21.2,10,8.87,27458.47,0
4.48,354.0,27.5,15,3.37,73375.4,1
2.7,217.0,22.0,6,8.39,53648.89,0
4.62,333.0,13.7,12,8.2,78927.38,1
1.33,114.0,11.4,15,3.59,18438.08,0
2.58,157.0,18.0,2,2.42,40786.78,0
3.7,331.0,36.9,0,7.01,81554.38,1
4.95,317.0,18.4,1,2.51,75221.05,1
2.59,201.0,44.9,12,8.95,41119.02,0
4.13,272.0,36.4,6,3.93,60644.59,1
5.43,363.0,15.5,2,4.73,93188.94,1
4.08,321.0,42.0,13,2.71,55805.84,0
2.16,135.0,33.6,19,9.7,20933.49,0
1.12,74.0,42.9,8,7.97,15435.31,0
5.35,437.0,23.8,5,4.57,98365.46,1
1.11,98.0,41.9,16,8.49,15120.55,0
5.37,399.0,34.3,15,4.05,83200.6,1
3.64,344.0,46.0,5,5.95,68467.18,1
5.7,379.0,44.7,1,1.58,80179.82,1
4.99,411.0,39.5,0,2.39,86849.0,1
5.99,381.0,12.2,3,7.99,96764.06,1
2.75,183.0,20.6,4,9.7,53378.39,0
4.84,466.0,28.4,18,9.09,103471.15,1
3.01,300.0,19.9,18,9.45,61958.2,1
3.4,340.0,34.5,0,5.85,72909.93,1
4.14,381.0,11.2,2,6.33,97002.89,1
5.37,365.0,38.2,7,3.64,80200.67,1
5.92,423.0,10.1,3,6.54,106893.28,1
4.84,308.0,48.6,14,4.4,61052.27,1
3.09,192.0,28.2,2,1.75,44330.16,0
3.11,278.0,31.1,1,9.47,69981.27,1
4.69,383.0,10.9,8,7.78,95955.85,1
2.19,189.0,44.0,3,9.21,44280.38,0
1.55,129.0,42.2,15,1.27,22843.1,0
2.77,168.0,18.1,4,1.9,38019.03,0
2.44,178.0,13.1,15,2.84,46202.43,0
2.48,217.0,22.6,19,2.05,45755.07,0
2.17,205.0,12.4,19,9.42,40923.07,0
1.21,80.0,13.0,8,8.37,15722.89,0
1.09,71.0,13.4,1,8.45,20830.41,0
5.94,584.0,26.3,4,6.31,136111.49,1
3.14,310.0,46.0,18,7.39,68673.66,1
2.92,263.0,12.5,10,5.19,61372.36,1
4.4,274.0,40.3,6,7.87,66691.79,1
2.09,178.0,10.2,19,2.56,34988.62,0
5.75,375.0,37.7,1,6.21,93122.59,1
4.93,463.0,29.6,4,5.62,116248.3,1
1.45,105.0,17.7,18,9.83,37747.51,0
3.09,244.0,44.9,4,6.4,57461.08,0
5.4,364.0,34.2,10,2.56,80343.01,1
5.72,509.0,46.0,4,4.17,121364.76,1
3.34,267.0,38.6,2,4.91,56540.75,0
4.07,359.0,17.6,16,5.91,77809.34,1
1.84,134.0,20.7,7,1.77,27096.93,0
5.96,447.0,37.4,16,5.87,93785.23,1
2.16,207.0,31.3,2,7.52,52493.36,0
5.71,401.0,35.9,17,1.44,81721.13,1
4.25,409.0,37.0,17,3.81,83803.63,1
4.04,255.0,25.8,15,5.32,58481.22,0
3.56,236.0,48.0,4,2.85,44108.92,0
2.15,186.0,36.6,15,6.23,38543.61,0
1.88,188.0,36.8,0,2.5,34141.97,0
2.1,204.0,13.5,18,8.55,43678.76,0
1.93,155.0,25.9,6,8.32,42741.28,0
4.9,397.0,48.0,4,4.87,88501.56,1
2.75,228.0,22.0,0,3.95,47633.74,0
1.29,118.0,19.1,6,7.58,18802.06,0
5.85,480.0,20.4,17,7.77,112108.04,1
5.42,351.0,12.5,12,5.63,83068.45,1
5.64,528.0,26.5,9,3.37,115485.7,1
5.97,570.0,39.0,8,3.87,122592.62,1
1.87,181.0,30.2,6,7.91,58520.43,0
2.98,229.0,41.8,1,2.42,46455.9,0
4.79,330.0,13.7,10,4.5,84811.74,1
4.48,290.0,35.3,8,1.97,64665.82,1
1.77,143.0,33.8,3,4.27,16296.32,0
5.08,361.0,32.7,0,2.27,79722.47,1
2.12,163.0,27.3,6,1.7,32161.66,0
2.12,136.0,48.1,13,2.3,15431.64,0
3.68,250.0,11.1,13,2.86,55614.75,0
3.96,307.0,46.9,6,9.11,74821.88,1
