study_hours,attendance_rate,assignments_completed,participation_score,parent_education,final_score,top_student
4.7,79.3,18,8.2,3,4517.74,1
46.9,52.1,14,2.9,4,2860.03,0
4.1,90.7,1,2.7,3,2672.38,0
36.7,60.3,6,6.8,5,4768.37,1
32.5,68.7,15,2.6,4,3098.78,0
25.4,66.0,3,5.5,4,2604.92,0
39.2,56.7,9,6.3,3,5278.5,1
18.4,58.8,13,2.7,1,2716.64,0
21.8,64.6,10,2.7,5,2697.76,0
45.9,84.1,5,2.2,3,2964.04,0
30.2,80.7,1,6.0,2,3155.84,0
37.5,97.6,15,1.5,4,4787.68,1
47.7,74.4,14,4.9,1,3174.98,0
49.6,85.8,15,1.6,2,3166.96,0
39.5,67.8,6,8.4,5,3314.82,0
25.7,91.4,11,9.4,4,5404.4,1
22.4,60.8,4,5.9,5,2100.25,0
0.8,65.3,15,9.9,3,7033.37,1
45.1,55.2,9,7.9,4,4378.12,1
33.5,50.4,0,8.1,5,5644.86,1
49.4,65.6,12,7.2,2,6841.88,1
20.9,67.9,3,6.8,1,3911.83,1
33.3,54.8,18,0.2,3,2118.9,0
16.2,81.2,1,3.6,2,1094.51,0
0.5,63.1,7,5.8,2,3761.91,0
17.9,61.3,4,5.0,5,4145.92,1
13.6,56.0,7,8.5,2,4623.03,1
42.9,85.3,14,7.7,1,4891.32,1
27.5,94.7,7,9.8,2,5563.95,1
24.0,51.8,17,7.4,4,4980.32,1
30.1,92.7,2,9.3,5,5591.61,1
20.1,53.8,8,5.8,3,3548.79,0
12.2,63.1,18,4.1,4,2736.16,0
47.2,79.4,11,5.9,4,5620.81,1
44.3,78.1,18,0.4,5,2784.08,0
31.8,54.6,3,9.0,4,7190.17,1
26.8,65.0,10,8.8,5,6476.62,1
12.3,98.9,14,8.3,5,6349.87,1
7.3,88.0,12,5.2,4,2860.55,0
2.1,62.9,7,0.1,5,562.69,0
46.2,72.2,1,9.9,4,4859.46,1
14.0,89.6,7,0.6,5,1257.24,0
33.6,98.6,4,1.8,1,471.97,0
6.8,84.7,16,2.0,5,3212.26,0
12.7,99.2,17,8.0,4,6457.85,1
11.0,68.9,17,6.9,5,5826.94,1
23.8,83.0,9,6.0,4,5526.49,1
9.4,86.3,17,4.2,1,5558.07,1
25.0,63.6,8,3.7,2,3278.51,0
4.4,96.9,2,8.9,5,6644.01,1
18.4,60.9,5,5.2,5,4107.32,1
42.9,79.1,18,0.4,1,2318.85,0
39.3,60.1,16,0.2,2,1480.58,0
18.4,52.7,7,0.4,5,1773.92,0
3.3,80.5,18,5.8,2,4008.85,1
38.2,55.9,10,5.8,1,3954.92,1
1.6,97.2,12,8.1,3,5249.54,1
5.1,73.7,13,0.4,5,1794.33,0
21.2,83.4,9,0.0,4,2968.54,0
23.0,56.0,14,1.5,1,3581.82,0
11.0,61.8,19,0.0,2,630.64,0
16.0,96.1,12,7.0,4,5172.94,1
1.7,96.5,14,1.6,4,2417.98,0
49.5,56.0,6,1.9,4,2108.55,0
17.8,86.5,5,8.7,4,6280.32,1
30.3,59.0,12,6.0,2,4277.95,1
1.9,52.7,1,8.9,1,4264.56,1
49.1,62.2,6,3.4,1,2248.89,0
21.1,50.4,5,4.3,1,3912.01,1
19.5,62.0,7,0.6,2,0.0,0
32.0,75.4,10,3.6,1,2643.47,0
44.7,69.8,16,5.3,3,4832.8,1
18.2,76.8,4,5.2,4,3733.98,0
19.4,76.2,1,9.2,2,5197.89,1
8.5,81.1,0,3.2,2,3800.98,0
9.4,73.7,10,1.6,3,665.65,0
31.6,93.5,0,5.7,3,4479.03,1
12.6,53.4,10,0.3,3,3013.21,0
45.9,90.5,16,3.4,3,6603.26,1
46.8,85.8,3,4.9,4,2543.39,0
22.8,87.7,15,7.0,2,4703.87,1
32.4,50.5,10,4.1,4,3211.39,0
42.7,84.5,1,5.2,3,3814.55,0
14.2,57.6,6,3.0,1,3113.67,0
17.8,57.1,13,8.9,1,6897.84,1
36.9,73.7,0,3.6,5,0.0,0
4.9,95.0,4,6.5,4,4546.76,1
18.4,99.2,11,5.2,4,5217.81,1
2.0,73.7,3,1.0,4,1945.91,0
19.3,70.1,4,2.4,3,1798.99,0
40.0,94.0,17,8.8,1,5806.68,1
2.6,87.4,5,7.8,1,3334.65,0
14.6,94.9,8,8.4,2,5694.06,1
29.5,85.2,5,6.6,2,4010.39,1
17.8,94.0,15,7.9,4,4674.1,1
5.3,55.7,4,0.9,2,1008.74,0
21.5,57.4,12,5.0,4,3467.99,0
28.2,96.9,4,5.9,4,5756.23,1
1.4,51.8,15,5.5,4,5887.99,1
12.4,65.8,5,0.1,1,2362.68,0
32.6,79.7,13,5.9,3,5688.3,1
35.3,68.2,19,2.3,1,1889.77,0
47.3,59.8,15,6.4,3,5360.84,1
21.9,56.5,17,4.4,4,3197.57,0
20.1,76.7,14,1.5,4,3653.39,0
11.5,83.7,11,5.6,5,4003.96,1
7.0,85.3,7,4.6,5,2690.67,0
16.6,72.2,17,6.0,4,4805.67,1
45.0,57.8,1,7.1,4,5531.44,1
10.9,71.0,11,3.6,3,720.37,0
8.7,69.6,3,4.9,3,4763.65,1
37.4,50.8,13,7.1,5,6666.32,1
4.4,57.5,1,3.3,3,2388.22,0
35.3,85.1,19,6.0,5,5464.9,1
37.7,90.3,12,4.5,2,4020.93,1
8.1,96.6,10,7.8,4,6295.93,1
10.4,67.1,19,5.2,1,4627.49,1
23.3,73.6,11,7.3,1,4293.19,1
7.7,85.2,2,1.0,3,654.15,0
16.9,88.2,0,8.2,5,5489.29,1
1.4,60.3,13,2.2,3,1385.98,0
43.4,54.2,18,1.0,1,2884.97,0
8.4,98.4,19,7.8,5,4903.07,1
24.5,67.9,14,8.0,4,4417.71,1
36.7,86.4,5,7.6,2,6222.38,1
35.4,50.7,3,5.5,5,3882.05,1
9.3,81.0,16,6.3,1,4333.71,1
5.3,92.7,18,0.6,2,3795.79,0
45.8,65.6,13,8.3,2,5628.69,1
30.8,75.2,7,8.5,2,4564.83,1
9.3,79.7,10,0.1,5,998.58,0
16.9,89.1,19,2.4,4,3544.38,0
22.3,91.0,18,4.6,3,4253.29,1
33.6,86.3,5,9.6,4,8376.71,1
5.2,65.7,17,4.3,1,3776.51,0
42.4,77.3,10,2.9,2,2738.77,0
14.8,82.4,11,0.2,2,1050.16,0
31.5,61.3,15,5.3,2,4131.8,1
0.2,53.2,7,6.9,4,5010.97,1
1.8,86.5,3,1.0,1,1247.28,0
35.7,54.7,10,3.5,4,2896.82,0
19.6,99.0,1,9.4,2,4332.3,1
23.3,55.7,9,4.8,4,3622.54,0
10.3,71.1,6,9.2,4,5785.9,1
43.4,85.3,8,5.5,3,4024.37,1
39.8,82.2,16,6.9,5,5774.94,1
23.3,58.5,15,7.1,2,3448.07,0
0.7,85.4,17,7.0,3,6078.66,1
1.7,66.1,8,1.8,2,2942.4,0
29.6,96.3,19,6.9,3,5816.01,1
14.0,95.5,14,5.8,2,4850.65,1
49.6,88.0,5,3.7,3,3421.28,0
46.6,62.7,18,4.8,2,4089.9,1
19.3,59.5,8,4.5,5,4700.56,1
37.0,67.9,1,5.0,1,2546.63,0
19.3,90.7,1,2.1,2,2889.86,0
37.3,99.5,2,0.9,4,2466.01,0
40.6,64.1,10,6.1,5,4089.01,1
7.6,68.7,19,1.6,4,3424.85,0
46.5,68.8,9,8.1,3,5844.33,1
33.4,84.4,15,9.1,3,7892.5,1
6.7,98.8,8,5.2,2,4109.06,1
32.0,60.8,17,8.9,3,5959.42,1
34.1,84.1,0,6.3,5,4448.45,1
9.3,73.5,1,7.1,1,3634.44,0
6.5,78.4,6,1.7,5,3699.41,0
15.9,66.1,6,6.0,2,3808.37,0
13.3,85.9,12,6.8,3,5829.68,1
19.9,65.3,15,8.5,2,5762.22,1
29.7,85.2,13,8.4,1,6104.51,1
46.8,65.8,8,6.4,1,3282.68,0
6.9,86.7,1,1.1,3,121.48,0
13.9,82.2,15,0.6,1,0.0,0
17.7,96.7,4,7.2,2,6064.65,1
48.6,90.4,1,4.4,2,3222.73,0
29.7,66.1,17,1.0,4,3667.95,0
37.4,66.6,9,7.0,4,6186.33,1
44.3,97.5,6,1.0,5,3646.87,0
36.9,57.7,16,2.1,1,533.5,0
16.1,74.7,0,5.6,2,4233.91,1
25.7,90.9,13,2.8,4,4159.29,1
25.2,52.1,13,3.1,1,1211.9,0
1.8,73.6,5,9.3,4,4709.49,1
44.7,63.7,10,8.2,3,5605.37,1
34.2,61.7,4,8.1,2,3963.44,1
16.8,71.3,16,7.2,2,5322.4,1
12.8,82.9,10,8.1,3,5436.07,1
0.0,70.0,0,0.4,2,0.0,0
24.1,92.1,7,1.7,3,2115.84,0
28.2,93.2,9,6.3,5,3895.35,1
43.8,88.1,10,5.8,5,5232.2,1
1.7,74.6,1,8.3,1,4209.08,1
1.5,66.6,17,9.4,3,6071.49,1
35.8,83.4,9,6.9,1,4742.18,1
23.8,95.2,19,2.9,3,2744.16,0
7.4,58.4,6,7.2,4,6314.0,1
37.5,58.2,6,9.2,4,5219.87,1
41.2,74.3,3,7.8,5,4539.97,1
49.8,78.2,0,5.9,5,5216.51,1
41.4,61.7,1,5.1,4,4522.55,1
34.3,89.5,14,6.4,2,3784.36,0
14.0,54.0,18,8.1,2,5038.76,1
49.7,93.4,17,5.9,4,6409.47,1
15.4,93.4,19,2.0,5,4009.53,1
20.6,66.2,17,6.2,4,4856.18,1
14.8,77.0,15,7.5,3,4771.41,1
37.6,82.6,17,1.2,5,2210.92,0
1.7,96.2,10,8.3,1,6973.54,1
23.7,96.6,13,6.9,5,5659.27,1
32.2,62.7,15,5.3,4,4356.98,1
25.8,94.4,11,5.8,5,2629.16,0
34.2,61.8,0,4.5,3,2396.23,0
15.4,60.3,4,6.9,1,3996.28,1
0.2,64.7,8,1.0,4,173.3,0
11.3,56.2,3,7.5,4,5566.59,1
49.6,97.6,12,3.2,1,3220.73,0
23.9,66.1,12,7.7,2,4503.39,1
35.9,57.7,1,4.3,3,1722.39,0
14.6,58.6,4,5.3,3,2807.37,0
30.3,92.6,15,8.8,2,5532.32,1
36.1,64.3,8,0.7,5,1765.02,0
41.4,77.5,4,9.0,2,7289.65,1
31.2,97.4,2,9.4,4,4684.71,1
2.9,60.1,12,8.5,2,4025.71,1
44.6,54.4,0,2.0,5,914.16,0
30.9,68.3,1,7.7,5,4938.59,1
24.7,97.5,12,8.5,4,4613.42,1
30.6,94.6,7,7.8,4,6240.61,1
47.1,62.7,15,4.1,1,2380.77,0
18.7,74.0,16,3.4,3,2125.74,0
48.4,94.4,19,8.7,3,6459.31,1
48.0,58.2,5,3.2,1,3229.06,0
23.9,61.4,9,0.3,2,2888.02,0
21.1,74.2,18,6.0,1,5923.37,1
10.4,68.6,0,8.8,4,5246.04,1
28.1,95.2,3,5.2,4,4540.38,1
48.1,57.6,5,0.3,2,405.78,0
31.0,81.6,8,4.3,4,1974.04,0
47.7,57.5,16,1.4,4,1754.9,0
22.0,65.8,15,1.5,4,3479.74,0
33.9,78.9,16,6.3,5,6550.51,1
32.6,83.2,16,2.0,2,3959.06,1
30.8,86.2,5,7.6,1,4656.96,1
7.0,65.5,16,6.8,2,4031.49,1
45.1,56.5,17,4.8,3,5134.28,1
12.5,58.8,1,0.6,1,319.42,0
31.4,54.3,1,8.3,5,5206.66,1
35.3,54.2,15,4.2,5,3061.18,0
18.0,71.0,9,3.6,2,3300.96,0
22.4,58.0,19,2.1,2,3452.06,0
17.0,52.4,18,5.6,3,2931.9,0
20.7,59.9,4,0.8,4,2683.36,0
31.1,80.6,2,6.3,1,4578.02,1
24.3,73.7,12,9.0,4,7415.38,1
12.6,88.8,1,1.8,5,1490.31,0
10.2,70.4,3,1.9,4,3053.66,0
40.7,68.8,3,6.6,4,5610.2,1
13.7,86.2,2,2.4,1,1986.32,0
23.5,75.2,13,5.1,5,5289.4,1
38.0,86.7,7,5.3,4,3256.87,0
32.1,96.6,15,2.4,3,2468.82,0
12.6,58.9,4,4.3,2,3561.15,0
0.5,54.3,10,1.2,3,1883.28,0
9.4,69.1,4,3.7,5,2507.8,0
48.8,85.0,0,6.1,3,4346.97,1
26.3,91.1,17,3.4,1,2211.23,0
48.1,92.9,15,6.0,2,5345.55,1
16.6,99.6,15,0.8,4,2326.36,0
46.3,64.6,4,3.1,5,1400.01,0
13.8,77.5,19,7.1,5,5160.08,1
32.0,66.3,19,1.3,5,2719.48,0
31.3,52.5,12,6.0,3,5621.99,1
27.6,98.8,1,3.3,3,2949.93,0
12.1,52.6,18,3.8,3,3319.51,0
37.7,71.5,11,7.0,2,4476.43,1
3.2,92.5,10,5.2,2,3861.38,0
13.0,57.2,16,3.4,1,3572.52,0
34.7,92.1,11,6.6,5,6924.42,1
6.3,65.7,11,2.9,4,3428.42,0
49.8,67.0,7,1.9,3,332.88,0
45.1,84.9,15,6.5,3,3741.32,0
38.9,89.3,12,0.9,1,2046.34,0
33.1,70.3,19,2.4,5,4123.59,1
40.4,85.5,14,4.6,3,3898.81,1
13.5,60.7,4,4.6,3,2088.41,0
8.8,79.4,3,6.9,1,3747.83,0
26.5,70.3,17,1.4,2,2243.69,0
20.5,94.7,5,2.8,3,513.85,0
34.0,51.8,8,7.0,1,5128.55,1
33.8,83.5,12,6.9,4,5120.36,1
15.1,95.1,5,4.3,4,3104.36,0
33.7,93.6,0,9.9,2,4695.94,1
41.6,59.9,10,8.3,4,5428.26,1
42.2,83.6,18,0.8,4,2148.25,0
47.2,67.0,18,7.2,5,4885.46,1
22.6,61.3,11,6.2,5,2764.03,0
41.1,65.2,7,1.4,2,2225.79,0
43.6,85.3,10,7.5,3,7047.48,1
49.2,90.7,12,8.1,5,5306.89,1
20.6,69.1,7,3.8,1,1388.96,0
24.9,99.0,4,9.7,4,6903.41,1
22.9,64.3,10,9.1,4,5469.65,1
18.7,66.5,3,0.8,4,1695.51,0
48.2,52.7,14,4.7,2,1380.62,0
44.0,91.3,0,2.2,2,1795.19,0
0.7,51.0,2,3.3,3,1974.26,0
28.5,76.9,18,4.6,4,5718.67,1
21.6,81.8,16,1.3,2,2879.81,0
17.8,85.0,10,0.9,1,306.56,0
13.0,76.8,2,4.8,2,3000.53,0
28.5,62.2,8,3.8,4,3117.58,0
2.6,81.4,17,0.2,1,413.29,0
6.5,67.1,2,6.7,4,5265.09,1
2.5,59.0,16,9.2,5,4560.02,1
47.1,71.6,9,0.8,4,2374.29,0
43.0,85.3,1,0.8,2,571.27,0
15.1,70.1,11,5.9,3,5993.09,1
35.0,90.2,16,2.7,3,3801.84,0
3.4,55.3,6,1.3,3,157.77,0
30.8,72.0,13,3.6,1,1867.34,0
29.6,73.2,0,7.4,3,3103.37,0
2.1,64.8,13,5.5,2,5822.49,1
23.9,78.6,6,4.1,3,2867.75,0
33.8,92.2,7,5.5,4,2487.89,0
1.4,86.1,3,2.2,1,1209.9,0
3.9,79.6,1,1.9,1,0.0,0
1.0,94.3,16,6.0,3,4085.12,1
19.1,55.9,13,1.4,4,3050.77,0
14.1,66.5,1,3.4,4,1618.26,0
44.5,50.3,7,3.5,2,3608.42,0
4.2,76.7,3,3.5,2,1886.54,0
9.3,60.4,11,6.8,1,6653.11,1
26.9,91.3,18,9.5,2,9358.75,1
27.2,54.5,12,9.6,4,5559.35,1
17.1,62.3,1,3.0,1,553.96,0
3.1,65.4,4,2.7,5,4183.16,1
16.3,88.8,18,3.0,1,1678.63,0
28.1,56.8,11,4.9,5,4656.99,1
16.0,70.8,19,2.8,5,3269.94,0
48.9,78.0,15,2.5,3,4364.93,1
44.0,58.1,3,5.4,4,4518.6,1
12.4,68.1,18,4.1,5,4007.25,1
5.5,93.2,14,0.7,4,2462.48,0
32.7,83.2,8,6.4,5,5457.42,1
14.9,79.9,12,2.8,2,1110.32,0
30.5,80.7,11,1.5,4,2294.06,0
18.8,99.8,17,7.1,5,5667.42,1
21.8,96.8,19,1.9,3,2011.73,0
27.4,61.6,6,9.4,3,8014.12,1
2.5,93.9,14,4.0,1,1837.07,0
43.8,86.0,4,0.1,5,2654.53,0
38.4,66.7,3,2.9,3,3223.73,0
49.5,60.9,11,0.7,2,0.0,0
14.0,55.9,16,7.6,1,4569.34,1
9.2,65.9,0,7.9,4,4850.34,1
6.9,88.2,15,7.3,3,5330.44,1
29.6,78.8,17,4.5,1,4369.92,1
21.2,91.3,16,9.0,2,5312.57,1
40.0,62.0,8,8.1,3,4070.15,1
16.5,84.8,12,1.9,4,2578.99,0
18.0,85.8,6,9.4,5,6622.32,1
0.2,57.6,4,0.4,5,1274.19,0
43.8,99.2,7,0.2,3,489.25,0
21.1,50.7,9,4.0,5,2692.32,0
16.3,71.8,15,1.3,3,3444.87,0
21.3,59.9,2,2.9,4,2490.04,0
11.9,64.8,8,4.5,1,1728.29,0
43.8,51.9,5,3.3,1,1457.17,0
7.2,52.0,14,5.2,3,5110.54,1
42.6,75.6,4,4.2,3,4006.75,1
33.4,63.3,8,8.5,4,5778.9,1
17.5,58.1,15,1.0,1,4366.27,1
47.5,91.2,14,9.6,2,6289.1,1
20.6,97.9,9,4.3,1,4020.02,1
38.9,68.6,15,6.1,1,4801.79,1
12.9,63.0,12,7.1,4,5613.96,1
27.6,64.4,6,4.7,5,2540.02,0
29.6,99.2,2,2.8,2,1663.26,0
8.9,84.5,14,7.9,5,3042.29,0
42.7,79.0,1,7.5,5,5824.67,1
5.4,70.0,7,9.5,1,3043.01,0
43.2,89.5,2,4.0,5,5860.67,1
14.8,54.7,8,4.1,2,4373.77,1
44.9,92.0,11,0.0,3,1226.19,0
37.7,57.3,3,1.4,5,991.47,0
0.2,94.7,13,2.9,1,2340.61,0
2.0,75.6,6,8.5,4,3900.29,1
12.6,58.5,14,7.5,2,3292.71,0
9.0,54.2,5,9.7,1,3466.62,0
37.2,78.3,17,3.4,4,3372.17,0
48.1,95.3,3,2.9,2,1644.54,0
5.4,88.1,0,3.6,3,2277.43,0
18.9,73.0,19,2.2,4,2767.64,0
21.0,93.1,1,8.3,4,4548.93,1
3.5,92.9,19,0.2,2,2918.4,0
36.4,51.6,11,6.9,3,5460.32,1
20.0,68.1,12,4.4,1,2423.61,0
19.9,63.5,13,5.7,5,5103.84,1
14.0,57.9,19,5.6,1,5877.93,1
35.4,97.8,6,0.7,1,0.0,0
35.4,84.9,19,2.3,5,3482.99,0
11.3,90.0,6,5.5,4,3590.15,0
7.5,98.9,13,1.4,5,2602.61,0
17.1,67.3,4,0.0,2,5.54,0
6.3,96.5,1,5.0,5,3957.79,1
19.8,77.3,2,3.4,3,2696.14,0
40.7,84.3,8,0.9,3,1206.9,0
32.6,59.1,16,0.8,2,1542.07,0
46.2,70.4,15,5.3,5,5237.2,1
33.8,76.2,15,6.2,2,5011.01,1
25.8,58.9,13,2.8,2,3117.33,0
17.7,57.5,2,2.7,1,1427.32,0
0.9,76.8,17,0.4,2,1797.02,0
46.5,50.7,9,5.0,2,5863.5,1
48.9,88.4,15,8.4,4,7076.19,1
32.1,63.4,14,1.3,4,2290.46,0
16.9,80.3,16,8.0,2,6038.02,1
29.5,83.0,12,8.0,2,5268.56,1
7.7,56.8,16,9.6,2,4687.09,1
1.5,76.4,10,3.6,1,800.13,0
7.4,63.0,18,8.9,1,4312.72,1
12.8,75.7,19,4.3,3,4292.54,1
46.6,66.4,5,3.5,1,2910.14,0
35.0,84.5,15,2.3,4,1349.76,0
0.9,83.1,0,9.6,5,6801.86,1
32.4,52.9,2,8.4,1,4641.19,1
43.9,83.8,15,7.8,1,4922.77,1
21.1,61.3,11,1.9,4,1628.47,0
12.7,52.4,16,5.8,4,3345.93,0
47.9,58.8,12,0.6,4,1869.79,0
17.4,89.1,11,6.6,2,3658.86,0
49.6,70.7,2,9.6,1,4649.65,1
42.5,91.3,9,4.2,3,2549.87,0
45.9,50.8,17,4.1,1,1267.5,0
49.8,94.7,1,4.2,3,3236.8,0
39.6,69.3,4,6.0,5,4571.83,1
21.7,64.7,0,7.1,5,3920.36,1
8.6,72.6,14,0.1,4,1581.55,0
18.9,84.1,2,3.5,5,3687.51,0
45.8,96.6,15,0.9,4,965.63,0
11.7,83.7,10,7.1,1,5658.58,1
8.2,59.6,2,7.7,4,4123.93,1
43.6,69.3,17,8.6,2,6415.27,1
0.7,62.7,11,4.3,1,1533.2,0
4.6,50.6,0,4.6,3,3000.28,0
8.2,62.0,7,9.1,3,4897.07,1
29.0,50.6,18,6.8,1,3227.83,0
40.6,97.6,7,3.4,4,2261.93,0
34.2,78.0,11,6.9,1,3920.26,1
4.8,55.5,18,1.0,2,3289.77,0
21.5,80.6,6,3.0,1,2892.28,0
19.2,65.5,1,6.4,4,3739.22,0
24.0,57.9,11,4.4,2,3773.47,0
38.6,97.4,15,2.2,5,4041.86,1
33.2,76.7,18,9.9,3,7793.36,1
49.1,73.5,1,6.5,2,4994.71,1
30.4,83.9,5,8.2,2,4546.48,1
49.8,81.9,10,9.0,4,6413.32,1
34.8,68.4,6,1.4,5,3156.47,0
8.4,59.4,13,1.6,1,1009.5,0
17.5,81.3,10,3.1,3,4788.96,1
23.8,87.8,18,9.2,5,6951.76,1
32.5,76.3,5,7.1,2,4610.27,1
10.6,88.3,15,5.3,1,5366.46,1
12.0,64.3,6,3.2,3,2618.19,0
35.5,71.9,4,5.5,3,3760.52,0
5.8,92.3,10,8.5,3,5964.51,1
28.4,74.8,5,7.6,1,6574.96,1
7.0,70.4,16,2.0,3,2914.64,0
15.0,68.8,12,0.4,3,2264.98,0
39.5,50.1,3,4.0,1,2670.5,0
1.7,94.6,19,5.4,4,5294.99,1
5.9,68.9,8,0.5,5,1524.53,0
49.9,71.4,18,4.7,2,5492.32,1
23.3,79.3,5,4.2,5,1397.88,0
26.3,72.3,3,0.6,1,1252.17,0
31.3,87.8,9,3.6,5,2192.97,0
37.3,69.1,19,6.7,1,3742.68,0
0.5,75.2,3,2.4,2,1691.98,0
12.0,94.3,3,5.5,1,4582.04,1
48.0,63.9,0,4.3,4,3186.21,0
15.5,85.0,0,5.7,5,3647.53,0
22.1,57.8,6,8.1,5,7092.33,1
8.9,86.5,0,6.6,1,4198.27,1
38.8,87.6,13,1.6,3,1556.39,0
40.0,84.1,5,4.8,4,4683.8,1
32.7,77.8,19,0.5,4,2439.57,0
18.6,51.1,10,4.5,1,1651.83,0
36.2,61.5,18,4.0,1,3514.19,0
1.9,71.9,1,4.3,2,3712.7,0
8.9,83.5,16,9.4,4,6044.3,1
40.6,55.9,19,9.4,5,7939.2,1
28.3,99.9,16,7.9,2,6286.48,1
48.7,61.6,16,4.5,4,4806.34,1
26.7,56.6,13,0.3,1,0.0,0
5.8,53.0,1,9.8,1,4783.93,1
11.8,53.3,10,9.5,5,6347.81,1
41.3,56.4,6,8.2,3,6591.05,1
4.9,54.9,13,2.7,1,3288.5,0
45.8,61.4,12,4.6,3,5745.97,1
42.8,56.5,9,8.8,1,4284.69,1
7.4,69.0,13,4.3,1,3286.06,0
35.9,92.5,14,2.5,5,3887.69,1
18.2,71.6,2,5.7,4,4599.34,1
42.4,87.5,6,6.4,4,4462.2,1
15.8,51.9,1,7.1,2,4127.08,1
48.4,61.6,17,1.0,1,271.13,0
21.1,59.9,2,6.7,1,4623.98,1
12.6,64.3,2,5.7,4,4799.85,1
44.1,55.1,14,2.8,4,4088.44,1
19.1,98.6,14,9.6,4,7793.94,1
18.5,53.5,0,8.1,4,3722.65,0
18.4,98.3,7,4.5,4,2642.41,0
10.2,81.3,16,7.8,4,4886.93,1
32.6,73.3,2,8.4,2,5962.32,1
8.9,65.6,8,5.6,3,4816.23,1
49.0,62.6,17,4.9,5,4146.37,1
28.3,50.2,6,2.3,5,2377.97,0
24.6,51.7,6,4.3,3,3225.25,0
20.1,63.1,1,0.2,5,642.03,0
0.9,55.0,13,1.3,4,2258.68,0
13.9,74.4,8,7.6,5,3741.7,0
15.3,75.7,9,2.0,4,1956.84,0
26.9,64.4,11,4.5,5,3922.99,1
21.2,89.9,1,3.8,4,2626.35,0
33.2,71.2,5,0.5,2,1284.42,0
22.1,91.7,3,9.7,2,5148.01,1
16.8,50.9,3,0.9,3,660.6,0
43.9,95.8,11,3.7,2,1965.18,0
40.7,93.4,5,7.0,3,2986.94,0
48.3,87.8,10,8.5,5,4545.39,1
36.2,75.6,19,2.5,3,3637.5,0
3.2,83.2,9,4.3,3,2726.84,0
27.0,96.3,13,7.8,5,7062.15,1
46.7,54.6,8,7.0,2,5639.42,1
46.8,86.9,15,6.0,5,5689.87,1
9.0,88.7,12,3.5,4,3164.48,0
33.7,51.8,6,3.7,4,4266.28,1
17.6,69.7,8,3.3,3,2399.85,0
39.9,92.5,3,7.3,4,6222.49,1
20.0,99.8,15,2.9,3,2919.3,0
0.7,64.6,10,0.7,1,3599.28,0
12.1,66.4,9,4.0,4,2720.37,0
2.4,86.4,12,3.7,1,2185.1,0
26.9,65.5,18,9.8,5,6771.27,1
31.5,71.7,3,2.4,3,1857.6,0
48.3,58.2,19,0.9,4,1717.54,0
48.8,66.9,10,0.2,5,2708.33,0
19.3,64.3,2,4.4,2,2758.62,0
32.5,99.4,7,8.0,5,5106.64,1
36.2,54.7,18,0.4,2,1175.87,0
37.8,91.0,13,3.1,3,3996.1,1
7.5,86.2,16,1.3,2,3073.56,0
20.4,56.6,5,9.2,4,4923.29,1
28.1,63.0,1,7.7,1,3233.45,0
45.7,87.7,8,2.2,1,511.67,0
7.6,98.3,0,9.3,2,6451.16,1
15.0,62.3,9,7.2,1,5138.56,1
33.1,73.8,0,1.0,4,2192.04,0
16.7,74.8,18,9.1,5,6742.05,1
11.5,85.6,10,7.7,2,6410.98,1
34.8,91.7,4,8.7,2,4675.1,1
26.9,88.6,13,6.8,2,4281.21,1
44.0,61.6,5,1.0,5,598.05,0
40.2,64.2,19,4.7,2,4205.69,1
31.4,98.5,14,3.4,5,2999.98,0
10.6,67.5,18,1.6,2,2048.19,0
39.3,99.5,0,9.6,5,6562.26,1
21.3,71.7,12,1.9,2,3648.56,0
47.2,97.2,7,0.2,4,2209.61,0
31.2,61.1,0,2.4,2,1546.11,0
9.3,94.0,19,8.6,1,4861.27,1
17.9,90.7,17,5.7,3,5636.31,1
47.7,54.2,13,8.4,5,7045.74,1
29.3,72.7,5,6.8,2,4313.99,1
32.6,78.3,1,9.0,2,4931.37,1
2.8,80.4,19,5.8,1,5366.71,1
4.2,56.4,12,6.6,3,3057.7,0
11.5,65.5,19,1.8,1,3060.89,0
10.0,89.1,2,3.3,1,2020.9,0
19.1,73.1,1,6.0,2,4237.53,1
23.2,82.8,1,1.2,1,0.0,0
3.4,99.6,11,8.4,2,5601.39,1
27.0,51.5,18,10.0,4,7518.96,1
38.1,77.2,10,8.8,4,7368.5,1
36.8,56.0,10,7.6,3,6420.52,1
16.8,52.7,19,4.1,4,4259.06,1
24.8,59.6,4,7.0,2,4031.67,1
35.0,70.7,16,4.2,1,2653.63,0
28.7,53.8,13,0.1,4,1350.74,0
35.6,64.4,1,7.5,3,4329.72,1
26.6,66.5,1,9.8,3,7471.28,1
42.9,70.8,5,7.5,3,3618.22,0
32.6,82.0,10,5.0,3,4115.47,1
46.5,64.9,0,0.2,3,162.32,0
43.0,60.8,14,7.5,2,6524.81,1
37.6,84.7,8,4.0,2,2006.38,0
26.2,58.0,3,1.5,5,0.0,0
1.3,83.9,15,7.6,5,5261.51,1
20.1,52.2,13,1.1,2,2058.73,0
34.1,92.2,1,1.4,4,2878.45,0
19.7,62.3,12,1.9,4,3168.03,0
48.1,56.3,13,0.4,1,2522.63,0
10.3,94.4,19,5.5,4,4054.07,1
41.0,80.8,5,6.3,5,5431.74,1
36.9,92.4,12,10.0,2,5544.26,1
3.5,58.7,10,5.9,5,4568.17,1
42.9,65.7,10,0.9,1,2291.56,0
