years_experience,education_level,age,performance_score,city_tier,salary,high_earner
15.5,5,22,7.52,3,114137.73,1
22.6,3,42,5.72,3,126022.54,1
0.6,3,24,6.37,1,68475.28,0
23.6,4,21,2.08,1,135750.42,1
1.6,2,24,7.65,1,43506.86,0
19.8,4,55,2.97,2,119229.14,1
7.9,3,27,2.7,3,59037.08,0
7.7,1,33,5.38,3,53559.24,0
25.9,2,44,3.28,1,126203.5,1
14.8,5,44,1.63,1,116451.36,1
3.8,1,21,7.61,2,41323.17,0
8.5,5,54,4.28,1,73567.69,0
20.8,1,35,2.19,3,87785.67,0
1.6,4,23,1.26,1,48785.2,0
26.6,5,26,6.0,3,153739.66,1
20.4,5,23,5.85,2,144221.68,1
29.9,4,20,1.89,1,150444.15,1
3.7,4,21,4.1,1,57156.11,0
11.5,2,39,7.24,2,70665.16,0
18.8,3,42,0.89,2,94801.1,1
8.7,3,31,3.16,2,64213.93,0
23.6,2,33,8.94,3,114562.99,1
7.6,2,48,6.98,2,66749.23,0
26.4,5,46,1.14,2,151863.46,1
27.5,2,49,2.27,3,137896.91,1
7.6,2,48,3.66,2,53873.52,0
19.4,5,44,9.8,3,141927.34,1
14.6,1,59,6.37,2,83616.4,0
13.7,3,30,6.55,2,92678.12,1
8.3,3,24,4.3,3,66229.16,0
14.1,3,55,8.97,3,93375.95,1
25.0,4,33,0.47,3,140254.09,1
7.1,4,39,2.83,3,84213.1,0
11.1,4,53,7.65,1,97180.18,1
19.7,5,59,3.59,2,122542.28,1
0.8,3,27,2.11,2,20000.0,0
29.5,5,36,3.73,1,163190.45,1
18.1,5,35,4.57,3,120733.72,1
11.7,1,37,9.79,2,70596.31,0
27.2,2,53,3.13,2,142698.87,1
3.0,5,26,7.48,2,44379.04,0
5.0,3,56,8.0,2,64570.81,0
1.7,5,29,3.94,3,50062.37,0
20.7,5,34,4.79,1,119784.32,1
26.8,5,56,3.91,1,156177.8,1
20.6,3,40,5.26,2,117616.65,1
18.8,1,31,1.92,2,64492.96,0
9.6,4,25,3.64,1,92575.56,1
12.4,2,57,2.16,2,54402.73,0
26.9,3,40,2.7,3,140089.27,1
8.2,2,49,6.63,1,64073.86,0
28.6,2,50,6.78,2,130202.36,1
3.5,1,24,4.47,3,20000.0,0
11.4,3,41,2.7,1,85158.59,0
20.3,4,50,6.47,3,109479.26,1
14.9,4,28,6.98,3,99740.75,1
9.9,1,27,3.75,1,49392.1,0
8.2,3,22,9.54,2,83137.43,0
2.7,4,31,7.79,2,63049.45,0
18.1,5,30,1.96,3,112480.48,1
7.1,2,26,8.69,1,57596.62,0
12.5,4,29,4.35,2,80387.18,0
7.6,1,52,0.34,3,57615.22,0
3.9,1,44,0.17,2,20000.0,0
9.4,2,57,6.93,3,71255.33,0
22.3,3,53,6.82,2,109474.76,1
14.5,4,21,8.88,2,96061.6,1
5.8,3,36,3.16,3,38008.28,0
5.5,2,43,7.02,1,60644.31,0
7.5,3,56,1.96,1,70351.69,0
14.7,5,21,0.59,1,98123.64,1
6.1,5,51,9.17,2,79472.52,0
17.9,1,54,7.59,3,86465.59,0
1.5,3,28,1.6,2,39425.41,0
14.6,3,27,3.8,2,74126.91,0
6.4,3,36,6.81,2,47828.05,0
15.3,1,24,8.97,2,88759.85,0
20.2,1,51,7.91,2,120824.76,1
3.5,5,50,5.02,1,65647.49,0
7.8,1,37,1.4,1,33662.09,0
22.2,1,29,4.81,3,98081.03,1
2.7,3,43,6.43,3,60301.57,0
4.3,2,49,7.36,1,37767.74,0
29.8,4,25,2.92,3,148129.4,1
1.0,3,41,1.77,3,31119.28,0
19.9,5,51,8.52,1,136194.22,1
11.1,4,25,1.31,1,74004.21,0
24.4,3,51,1.79,1,120755.8,1
27.6,1,41,3.66,3,105157.99,1
26.3,1,40,7.05,1,105186.08,1
18.1,1,47,0.62,2,85517.72,0
27.5,4,39,1.54,1,138232.4,1
25.7,5,37,3.63,1,159552.48,1
30.0,3,38,1.7,2,146898.94,1
6.5,2,46,3.9,1,28338.7,0
4.4,2,41,2.59,3,44446.33,0
24.3,1,44,1.96,3,107277.12,1
26.0,2,39,5.8,3,136542.2,1
21.2,3,42,9.19,3,133534.41,1
15.0,3,24,9.62,1,94374.24,1
1.6,2,48,6.25,2,34061.24,0
28.9,1,38,6.77,3,117768.93,1
4.3,4,53,1.87,1,50295.91,0
12.3,2,58,5.77,1,82963.1,0
24.1,3,53,7.01,1,153240.25,1
14.4,3,58,5.56,3,100237.22,1
23.4,5,51,4.43,2,153714.89,1
21.6,4,44,8.38,3,136535.87,1
23.2,2,47,9.19,2,111355.93,1
11.2,1,30,4.34,1,53427.77,0
6.1,2,25,4.09,2,63470.14,0
11.5,4,33,0.43,1,71255.56,0
20.8,4,51,2.41,1,131142.95,1
12.0,5,36,1.28,1,93273.3,1
8.5,3,24,0.84,3,51754.43,0
5.6,2,59,3.37,3,50713.73,0
0.4,1,55,8.71,1,20266.69,0
5.4,2,28,8.04,1,49545.32,0
18.4,3,25,7.31,2,124353.53,1
14.5,4,41,2.65,3,94315.95,1
26.5,3,53,4.15,1,145002.0,1
8.7,4,41,2.95,3,56764.81,0
27.1,4,21,3.1,3,150041.7,1
20.8,2,39,6.94,3,108501.09,1
28.3,5,43,5.37,1,159866.87,1
28.7,3,40,8.82,1,166661.21,1
22.9,4,50,0.47,2,138114.42,1
14.7,5,48,2.29,3,120040.17,1
27.3,2,35,4.1,2,130668.36,1
22.6,2,28,6.91,3,111547.45,1
12.9,2,41,7.87,2,84616.69,0
18.3,1,26,2.32,2,85551.99,0
16.8,4,51,7.35,1,111619.2,1
17.4,1,25,3.01,3,87637.63,0
0.8,4,21,4.24,1,35398.42,0
15.7,2,23,9.97,3,97760.64,1
27.3,3,45,1.4,1,152685.71,1
26.8,3,32,4.94,2,140027.45,1
17.9,1,51,7.19,1,89302.38,0
19.1,1,36,9.61,1,102671.48,1
17.2,2,42,6.43,3,104049.83,1
27.2,5,51,0.37,2,147765.94,1
18.0,2,38,5.4,2,87344.38,0
10.6,5,44,5.63,2,74990.79,0
16.5,4,44,0.53,3,84244.31,0
3.7,3,36,1.98,2,33785.18,0
11.7,5,46,7.53,2,104445.05,1
27.2,4,38,4.87,1,152901.68,1
1.4,3,42,5.59,3,20000.0,0
28.2,1,40,4.82,3,128905.19,1
13.4,4,35,9.09,3,94443.58,1
28.9,4,44,8.28,2,140366.41,1
21.3,3,31,5.64,2,134652.58,1
0.8,3,31,6.98,3,34875.25,0
22.4,2,32,5.97,3,114574.12,1
8.7,5,45,2.97,3,72040.9,0
17.5,1,59,4.31,1,74845.3,0
6.3,4,41,4.03,3,63264.97,0
30.0,3,54,4.55,2,144348.28,1
1.8,1,38,7.36,2,29721.8,0
23.9,4,43,4.55,2,129803.13,1
26.4,3,51,6.81,2,137116.5,1
8.7,4,41,9.12,2,94039.31,1
12.0,3,32,1.19,3,73030.46,0
10.7,5,20,7.12,1,87354.9,0
9.5,5,48,7.34,3,94827.63,1
4.8,2,36,1.16,2,27054.69,0
20.9,2,43,5.87,2,125789.7,1
7.7,3,52,3.59,2,60815.5,0
19.9,4,47,2.51,3,106300.17,1
2.4,1,31,8.1,1,25256.34,0
19.7,1,47,9.63,3,92485.19,1
3.0,3,58,5.26,1,63300.45,0
21.5,2,31,9.39,2,114476.99,1
9.8,2,30,4.54,1,68413.16,0
14.2,4,34,2.97,1,94369.26,1
12.2,2,41,0.64,1,52569.4,0
21.7,4,27,7.04,1,118450.46,1
10.9,3,48,6.99,2,80545.12,0
29.3,5,43,0.63,3,148180.75,1
27.3,5,31,3.26,2,151607.43,1
14.3,3,21,7.97,3,81006.01,0
13.7,5,43,4.95,2,99532.04,1
0.7,1,21,5.47,2,20000.0,0
18.3,3,21,8.01,1,91589.59,0
4.4,2,46,2.92,2,50965.25,0
27.8,2,38,1.78,3,119433.81,1
26.7,5,40,7.9,2,151177.65,1
28.1,3,22,8.91,1,156800.69,1
16.9,4,24,4.51,1,127796.06,1
3.3,2,43,1.35,3,39979.29,0
30.0,5,34,0.84,3,173958.65,1
26.2,3,40,9.09,3,138509.8,1
16.5,2,22,9.28,3,105729.93,1
29.8,5,34,8.37,1,176862.91,1
26.6,4,48,4.17,1,146022.89,1
18.1,5,29,7.97,1,120583.96,1
26.9,1,44,2.74,3,120079.55,1
6.9,1,40,8.93,1,43658.74,0
9.5,2,55,5.45,2,60824.44,0
15.4,3,38,6.55,2,72531.5,0
27.1,4,30,9.29,3,158665.62,1
15.7,5,37,4.3,1,115428.01,1
7.8,3,22,8.94,3,60856.61,0
26.8,4,44,3.65,1,155701.28,1
9.2,1,36,5.36,3,38628.14,0
23.9,1,26,6.11,2,108937.79,1
6.7,2,47,5.18,3,57161.6,0
24.2,4,49,8.45,3,153870.85,1
1.2,2,35,0.92,3,20000.0,0
24.8,3,46,1.18,3,117269.93,1
12.2,4,39,9.8,3,104465.58,1
25.1,4,40,0.75,3,130882.99,1
26.6,3,31,8.45,2,125029.05,1
0.3,5,43,1.33,3,35911.36,0
17.6,1,46,8.16,1,99765.29,1
27.5,2,58,3.24,1,135514.44,1
18.5,1,49,2.11,2,77440.89,0
0.4,1,40,9.39,3,20000.0,0
17.1,3,30,3.75,1,111592.25,1
19.4,1,56,1.53,2,89735.7,0
1.3,5,20,8.18,3,56801.06,0
23.3,5,41,5.71,2,137832.8,1
28.9,5,35,8.42,1,165835.83,1
22.5,2,57,4.29,2,115805.93,1
15.9,2,29,7.73,3,91295.53,0
12.2,5,53,5.49,1,106406.52,1
7.4,5,27,2.82,3,86205.8,0
29.2,4,51,9.81,3,166229.03,1
13.9,2,34,7.82,3,72699.94,0
5.9,3,56,9.12,3,52641.35,0
24.9,2,54,5.4,2,153888.29,1
0.3,3,45,0.98,3,20000.0,0
14.8,3,41,6.85,1,98821.69,1
10.4,3,53,2.97,2,85235.47,0
3.5,4,52,6.53,2,63886.02,0
1.7,1,32,1.73,3,20000.0,0
17.6,5,50,4.71,3,121527.81,1
21.0,5,42,4.9,3,146602.77,1
19.7,1,48,0.61,1,92588.03,1
0.6,5,43,6.4,2,48942.47,0
20.3,3,54,2.88,3,100088.19,1
29.0,2,46,0.01,3,121933.06,1
23.7,2,45,5.14,2,134399.41,1
14.4,1,52,0.3,1,74206.89,0
9.8,5,53,6.04,3,84015.23,0
3.5,3,26,3.25,2,25600.3,0
25.2,3,28,8.95,1,150726.59,1
20.5,3,49,3.56,1,111465.38,1
3.9,2,39,2.35,1,33148.23,0
20.3,4,52,3.08,2,140147.75,1
27.2,3,46,8.71,3,133505.6,1
16.0,2,46,3.28,1,76790.02,0
13.3,4,36,0.25,3,84128.48,0
21.4,2,27,2.11,2,115569.29,1
0.1,1,48,1.27,1,20000.0,0
8.0,3,20,0.89,2,48553.88,0
1.8,4,58,3.44,1,58835.11,0
20.3,5,27,1.06,3,126251.1,1
24.3,1,30,6.6,2,121423.93,1
26.1,5,32,9.91,1,162821.68,1
27.8,2,20,0.3,2,136258.32,1
6.7,2,39,4.87,3,42064.67,0
11.3,2,20,9.46,3,86713.45,0
16.6,2,39,7.88,1,99957.79,1
14.7,5,35,8.41,1,110601.42,1
12.5,5,22,3.54,2,82531.01,0
20.6,5,37,5.43,3,108302.79,1
6.2,5,37,5.38,3,71822.18,0
26.2,2,25,7.13,2,147701.42,1
27.4,4,58,3.97,2,168070.94,1
26.3,4,29,1.08,1,141714.34,1
2.4,4,27,0.57,3,47709.4,0
16.7,3,34,8.42,1,111390.8,1
29.9,4,46,7.82,2,184167.82,1
0.9,2,20,3.14,1,20000.0,0
6.9,4,27,6.47,3,72556.56,0
26.7,2,53,5.67,2,134774.77,1
29.3,2,53,5.93,1,146510.35,1
27.6,5,50,9.77,2,185008.07,1
7.0,3,47,1.0,3,60375.81,0
8.2,5,33,5.34,1,79105.92,0
6.5,5,31,8.63,3,103083.8,1
3.9,5,24,2.87,3,50238.7,0
6.2,3,41,6.63,3,53981.91,0
2.6,3,20,0.13,1,33709.94,0
1.3,3,37,8.83,1,37779.11,0
6.0,3,21,0.92,1,32295.57,0
19.7,3,37,2.38,3,111284.09,1
27.3,1,23,1.02,2,122070.8,1
10.5,3,42,7.07,2,78367.14,0
16.3,5,47,7.93,2,120323.29,1
18.5,5,48,3.43,3,132794.37,1
28.6,5,27,7.68,3,184888.62,1
6.4,5,24,7.0,3,87112.22,0
23.6,1,56,3.36,1,100499.42,1
26.9,4,56,2.06,3,114478.3,1
23.6,3,38,3.08,2,124241.62,1
17.8,4,21,1.37,2,94724.29,1
13.9,5,50,3.18,3,96540.98,1
18.2,4,53,6.04,2,108020.38,1
10.9,1,21,6.24,2,47479.05,0
25.9,1,25,6.25,3,128709.81,1
1.6,1,48,8.79,1,27606.26,0
25.7,3,29,4.05,1,144699.16,1
6.1,4,45,4.98,2,47744.83,0
3.4,4,51,0.93,1,37856.03,0
12.3,5,35,1.55,1,94414.28,1
28.1,5,51,8.81,3,170254.59,1
27.8,5,21,8.43,1,161829.92,1
13.0,2,57,4.5,2,85741.82,0
7.1,5,53,2.3,2,72064.02,0
16.4,5,30,3.64,1,109898.23,1
7.0,4,38,4.92,1,72947.4,0
9.4,4,47,8.43,2,102125.63,1
6.6,1,25,7.89,3,48132.84,0
24.3,5,58,7.69,2,171735.95,1
21.1,4,41,6.39,1,141460.22,1
16.0,4,56,7.98,1,115667.93,1
24.2,1,56,9.95,2,108511.0,1
12.1,4,54,1.59,1,93025.67,1
25.0,5,39,2.01,1,133294.03,1
23.9,5,21,8.34,3,153293.7,1
0.7,1,58,5.17,2,20000.0,0
24.7,2,53,7.21,2,133807.72,1
1.7,3,59,5.42,2,39418.34,0
22.6,2,29,6.77,2,131799.43,1
28.4,5,30,5.99,1,160712.07,1
7.5,3,36,7.19,2,78374.83,0
28.2,5,36,0.15,2,140242.56,1
0.7,2,32,4.94,1,25352.15,0
16.4,3,28,6.3,2,92614.73,1
20.1,4,52,5.85,1,116569.74,1
0.9,5,49,7.24,2,57365.89,0
18.5,2,43,2.23,3,96335.05,1
11.2,4,50,4.31,2,91769.51,0
11.2,5,35,0.57,2,85768.76,0
0.9,5,24,4.47,3,30833.13,0
16.3,5,30,8.41,3,107336.12,1
0.9,4,21,5.99,2,41951.63,0
7.2,3,25,9.77,2,76496.66,0
1.9,2,45,4.9,1,25084.0,0
8.4,4,26,8.2,1,72917.28,0
7.1,1,57,9.77,1,40453.73,0
19.1,5,28,2.06,2,107159.44,1
20.0,2,24,0.98,1,102291.76,1
18.9,4,59,3.94,3,128611.19,1
12.1,3,27,7.2,1,84887.0,0
15.4,2,21,6.41,3,91546.57,0
17.4,4,56,5.92,1,110470.74,1
19.4,1,57,3.63,1,92132.52,1
17.2,3,47,9.87,3,106448.35,1
0.9,1,32,7.06,2,26092.09,0
4.4,4,35,6.88,3,64331.85,0
18.2,2,38,4.08,3,102021.33,1
24.2,3,34,8.81,1,141924.73,1
21.8,5,54,7.67,1,150181.63,1
0.1,4,46,0.55,2,27767.87,0
18.9,1,29,5.11,3,93548.11,1
23.9,4,23,7.72,3,156424.4,1
15.6,4,48,1.97,1,114416.0,1
16.0,4,54,0.91,1,101256.07,1
6.0,2,52,5.95,1,43675.57,0
1.2,5,42,1.07,1,37813.48,0
29.4,2,43,8.37,2,149648.66,1
7.6,1,27,9.6,1,39564.38,0
28.3,1,24,2.47,3,120224.42,1
3.7,1,55,6.64,1,26925.82,0
6.7,2,47,9.66,2,66878.29,0
23.5,2,55,1.99,2,119810.93,1
24.8,3,39,3.22,1,122778.32,1
13.0,1,47,6.96,1,73223.54,0
11.0,3,56,4.09,3,80248.46,0
11.5,5,42,7.61,3,105419.77,1
22.7,2,43,7.06,2,126985.11,1
10.3,5,33,0.28,3,70679.51,0
19.9,2,45,2.58,3,89639.38,0
5.8,3,47,3.94,1,53194.85,0
15.1,5,29,1.6,3,80777.55,0
3.6,2,35,6.67,1,31207.12,0
11.3,3,42,7.39,3,75708.84,0
21.8,3,59,6.63,1,125543.67,1
21.1,4,27,9.13,1,129476.21,1
4.5,1,46,8.46,1,37010.11,0
15.5,2,39,2.8,2,79719.18,0
18.4,3,21,0.24,1,107874.03,1
9.9,5,44,9.27,2,92303.5,1
1.0,4,48,6.43,3,23850.1,0
11.7,5,55,6.13,2,90962.4,0
12.9,1,56,5.28,3,52523.8,0
15.3,2,22,2.91,2,83150.66,0
10.4,3,24,6.49,2,74043.22,0
12.4,4,21,1.35,1,81739.24,0
18.0,3,26,2.7,1,108384.32,1
0.6,3,26,3.76,2,42582.42,0
13.8,2,54,2.81,3,59473.46,0
11.0,3,55,5.1,1,65819.39,0
27.0,1,57,6.64,2,129491.45,1
18.6,5,45,1.87,3,114936.42,1
26.1,4,27,8.36,3,138912.63,1
13.1,5,33,1.09,2,74512.89,0
1.5,1,48,4.05,1,40964.88,0
3.3,2,25,9.31,2,39843.78,0
30.0,5,57,6.42,1,163494.31,1
3.5,4,36,6.32,3,64307.83,0
29.6,4,51,3.54,1,159602.88,1
1.8,2,32,4.6,3,41417.28,0
8.5,2,27,5.5,2,69240.98,0
27.0,1,27,0.93,1,115449.34,1
3.1,5,25,6.18,1,62899.8,0
4.0,5,21,5.96,1,56901.02,0
26.1,5,56,4.23,3,162949.75,1
25.9,4,38,1.02,1,121101.37,1
19.7,3,44,9.61,3,121681.65,1
20.9,2,48,3.89,3,105667.92,1
21.6,1,39,2.65,1,99140.93,1
27.0,5,58,8.94,1,164463.4,1
22.1,2,39,7.24,3,109664.09,1
13.2,4,50,8.59,1,104325.99,1
6.4,2,58,4.05,3,53620.21,0
17.8,3,39,9.24,2,116885.9,1
29.8,1,33,0.99,1,137712.05,1
28.3,3,49,6.3,2,138161.72,1
23.4,1,43,2.74,1,109613.53,1
7.7,1,21,5.14,3,28304.96,0
10.3,4,37,4.64,1,90715.83,0
13.4,5,55,2.91,1,106766.42,1
17.4,3,28,0.9,1,90238.41,0
8.7,2,48,2.74,2,53321.52,0
0.3,5,28,3.84,2,42305.3,0
10.2,2,53,5.42,3,67827.88,0
20.6,2,40,0.56,2,102754.79,1
16.2,4,26,0.88,2,92029.01,1
6.1,5,33,1.67,1,73288.0,0
3.3,5,43,6.87,2,72457.7,0
20.6,4,27,9.06,1,143824.99,1
2.0,3,33,5.14,2,36906.63,0
8.1,5,30,4.78,3,65466.65,0
19.0,5,30,1.42,3,113876.35,1
10.4,4,20,3.93,3,89205.37,0
12.6,5,21,4.94,2,81436.31,0
3.9,2,37,8.65,3,55419.23,0
19.4,2,29,5.09,2,114125.79,1
3.5,1,33,9.17,1,32758.28,0
9.5,3,29,7.37,1,92548.97,1
25.3,2,56,1.62,2,122459.03,1
5.0,1,36,7.8,3,57046.87,0
3.1,1,40,4.29,2,29392.09,0
1.6,5,30,3.77,3,30641.79,0
5.0,5,38,3.61,1,69753.16,0
24.7,2,46,2.22,1,124089.92,1
6.5,1,50,3.26,3,48187.27,0
19.1,3,42,6.49,1,122303.6,1
15.4,3,41,4.43,1,95263.5,1
16.7,5,23,6.42,1,115190.24,1
6.5,5,25,4.97,2,71098.75,0
1.4,2,59,5.54,3,33089.36,0
14.2,1,29,0.85,3,58809.0,0
23.9,3,49,5.86,3,137203.94,1
10.6,4,27,6.42,3,82632.78,0
2.9,5,31,8.09,2,64894.04,0
16.2,3,56,5.54,2,97527.5,1
19.2,1,25,9.41,1,116462.18,1
7.7,2,51,0.88,2,39179.27,0
13.9,2,43,7.79,2,81100.13,0
17.0,5,35,4.45,1,109432.12,1
14.4,4,22,6.92,1,104194.09,1
24.9,3,49,2.94,1,127361.05,1
4.2,3,27,8.33,3,47358.88,0
18.5,2,53,3.86,1,101122.68,1
7.0,5,47,6.24,1,69771.24,0
13.6,2,45,5.13,3,64442.26,0
3.9,2,45,7.92,1,48032.99,0
19.9,4,22,5.7,2,114254.03,1
8.1,1,33,1.51,2,55635.12,0
28.9,1,27,1.52,1,129860.09,1
17.4,1,36,0.09,3,83684.98,0
20.0,5,27,6.34,1,112735.55,1
20.5,5,24,8.62,3,130776.04,1
6.3,1,21,4.13,3,47714.09,0
17.4,4,36,5.75,3,107427.37,1
26.3,1,29,5.91,3,120398.54,1
28.3,1,38,5.46,2,129392.47,1
3.0,4,47,5.04,3,52803.43,0
27.6,4,26,4.29,2,153112.22,1
6.0,4,56,4.14,3,58387.41,0
2.2,1,20,8.05,1,42149.17,0
15.2,1,33,3.13,1,66212.49,0
8.8,3,24,1.61,2,65160.91,0
29.1,5,25,0.01,3,143823.93,1
9.8,4,31,8.41,3,98818.83,1
24.0,1,35,9.65,3,98021.92,1
2.7,5,28,9.15,2,51208.74,0
5.5,5,29,6.48,2,74859.5,0
3.5,5,34,3.79,1,72927.63,0
11.2,1,35,0.42,1,66143.25,0
13.0,5,29,9.32,2,96774.83,1
24.2,1,42,1.82,3,106244.03,1
0.4,2,34,1.93,2,20000.0,0
24.4,3,57,9.8,1,134557.18,1
22.8,2,53,7.78,2,129540.72,1
15.9,4,42,4.13,3,117278.73,1
15.0,2,35,9.52,2,99433.52,1
17.4,1,54,5.88,1,76142.5,0
21.1,3,48,2.42,2,107101.41,1
4.8,4,29,5.29,1,63272.99,0
27.6,3,34,2.09,1,133480.85,1
14.2,3,58,1.19,1,85332.51,0
24.6,1,46,1.41,1,117392.74,1
1.2,5,20,2.35,3,72137.93,0
21.0,3,59,7.14,1,118348.73,1
27.3,1,47,2.85,3,125446.69,1
28.7,5,42,4.13,3,158233.29,1
28.7,5,40,2.87,3,158702.77,1
13.5,5,26,4.83,1,119759.05,1
26.2,3,48,7.95,1,143221.2,1
20.4,4,25,4.58,2,112041.85,1
4.1,3,55,9.88,3,58188.9,0
13.9,4,48,0.72,1,83407.92,0
18.1,2,47,0.77,1,87158.05,0
13.5,3,56,6.4,2,95653.52,1
3.9,1,24,2.36,1,28484.96,0
21.7,1,36,0.01,3,80682.34,0
20.3,4,29,5.68,2,139800.77,1
22.4,1,44,7.59,3,107344.0,1
12.8,4,23,0.92,2,89952.92,0
9.1,2,38,4.72,3,60972.23,0
19.8,3,58,4.49,1,108604.19,1
18.8,5,22,3.6,2,111444.15,1
21.3,1,41,6.85,3,106342.45,1
21.2,5,24,2.13,3,138646.15,1
16.2,1,28,4.81,3,65567.29,0
7.8,2,48,5.04,3,40853.27,0
20.8,4,39,7.54,2,128748.59,1
15.3,3,33,8.31,2,107168.25,1
7.5,2,32,9.04,1,77379.64,0
29.7,1,28,4.82,1,129895.71,1
16.6,5,43,8.74,2,117108.13,1
0.9,3,52,8.18,3,54744.65,0
0.7,4,44,0.95,1,39306.85,0
17.7,2,52,6.62,1,88319.74,0
12.0,3,56,6.03,1,88783.99,0
26.8,1,27,9.43,2,139354.28,1
2.1,4,29,3.81,3,60740.66,0
5.3,5,25,6.15,1,72375.99,0
23.4,4,59,7.93,2,138436.47,1
27.7,3,37,8.97,3,161189.19,1
6.7,2,52,1.23,1,29573.4,0
10.2,2,51,3.88,2,66593.71,0
7.4,4,40,5.05,2,59203.12,0
6.1,2,37,2.76,1,48377.31,0
19.4,2,31,1.94,3,94072.96,1
25.5,2,27,1.14,2,112382.87,1
10.2,4,36,0.86,2,77337.39,0
1.7,1,38,0.51,1,20000.0,0
20.3,5,31,3.72,3,123413.79,1
14.1,5,53,1.86,2,97017.7,1
17.9,3,20,3.66,2,98566.27,1
26.7,3,55,4.43,3,139518.83,1
21.9,2,53,2.69,1,99689.12,1
6.9,5,36,3.33,1,68160.96,0
4.4,4,21,7.97,2,59375.11,0
4.9,1,57,2.31,1,34735.86,0
13.6,4,30,6.32,3,77571.81,0
12.5,4,23,5.88,2,81185.15,0
8.6,5,40,4.13,3,97527.0,1
25.1,4,48,9.75,1,133870.66,1
23.7,5,29,4.1,1,131004.01,1
27.6,2,32,8.4,2,138532.39,1
20.5,4,43,7.29,1,111861.02,1
0.1,5,33,5.18,3,56689.94,0
1.6,3,29,1.6,2,29230.54,0
8.5,2,40,4.72,2,65471.88,0
20.8,4,41,5.68,3,126642.18,1
5.8,3,40,9.98,1,60052.65,0
20.8,4,59,3.65,3,124308.96,1
17.4,2,33,0.5,2,66881.62,0
29.6,5,45,9.72,3,180478.4,1
2.9,4,43,2.64,2,40527.1,0
13.4,2,46,8.68,3,98543.38,1
12.8,1,41,8.35,1,62563.46,0
6.6,1,27,7.18,2,49129.3,0
1.0,1,47,4.81,2,20905.6,0
3.0,1,20,8.75,1,36916.28,0
18.1,1,23,5.82,1,85138.37,0
20.3,3,40,9.23,3,134135.25,1
16.7,3,54,4.43,2,98611.86,1
18.8,1,40,0.3,1,92746.07,1
1.2,2,47,0.22,3,37055.0,0
18.8,2,33,4.99,3,89022.43,0
6.9,5,24,0.53,3,70487.5,0
22.9,1,22,2.29,2,98741.74,1
23.9,2,58,2.0,2,98965.21,1
25.4,4,24,5.31,1,135754.31,1
3.6,4,24,3.2,2,49613.29,0
11.2,3,53,0.39,3,73820.44,0
11.2,4,56,3.41,2,53882.9,0
2.1,1,49,9.55,2,28186.65,0
2.0,3,38,8.83,2,48353.66,0
13.3,4,50,1.42,2,84452.86,0
18.9,1,43,5.71,2,107811.62,1
11.3,2,30,7.26,3,55732.47,0
27.2,4,49,8.83,2,156930.42,1
9.7,1,59,7.29,1,55900.05,0
19.5,2,40,5.96,1,93178.2,1
25.2,2,46,6.46,1,141902.9,1
3.1,1,48,3.81,2,29751.98,0
7.7,5,20,3.53,2,66911.67,0
5.9,4,41,0.16,1,47267.07,0
16.1,2,56,9.27,1,105431.71,1
20.4,2,31,8.02,3,107164.58,1
17.4,2,48,9.53,1,115882.06,1
21.7,4,37,5.49,1,109329.47,1
6.7,1,24,5.8,1,53532.6,0
2.9,4,46,5.88,2,59944.32,0
28.3,1,23,4.01,1,143736.03,1
6.2,1,57,2.12,3,32364.16,0
17.6,4,42,9.31,1,106423.08,1
24.7,5,39,2.22,2,132851.75,1
22.8,3,30,4.78,3,125909.2,1
2.5,5,47,0.3,3,49860.4,0
0.9,3,23,4.47,2,37687.6,0
18.6,5,33,3.49,3,117173.04,1
27.9,4,46,1.96,1,159502.28,1
17.2,4,50,8.78,3,118138.81,1
11.6,5,40,3.71,2,85809.72,0
23.1,2,52,4.72,3,117546.38,1
27.4,5,46,2.69,3,159130.13,1
0.8,2,22,2.44,3,20000.0,0
3.1,4,41,3.97,2,41861.11,0
1.8,1,42,5.35,1,20000.0,0
24.0,1,54,4.97,2,114920.82,1
8.4,3,43,7.66,3,52355.34,0
24.4,5,39,5.4,3,155578.76,1
6.4,5,20,3.92,3,68575.92,0
6.4,3,38,9.31,2,68748.09,0
29.4,3,27,2.12,1,139084.25,1
15.1,5,57,1.39,3,101380.69,1
10.7,3,42,4.75,3,85737.17,0
3.5,5,47,2.04,3,62327.24,0
12.0,4,36,1.5,3,68172.03,0
18.0,5,49,6.51,2,129531.36,1
28.2,2,54,5.64,3,137422.82,1
28.2,1,47,4.88,1,123791.65,1
25.6,4,50,2.17,2,133740.96,1
11.5,5,37,2.14,3,91882.23,1
25.9,2,25,7.6,2,130966.64,1
13.7,5,46,6.84,2,106930.96,1
29.4,3,59,7.3,1,156908.71,1
3.0,5,40,1.0,2,43910.77,0
22.7,4,48,7.05,2,122162.66,1
16.5,4,25,0.5,1,94268.66,1
13.1,1,22,3.43,2,65679.19,0
27.9,3,23,4.28,1,140631.41,1
7.2,4,51,9.23,2,70037.45,0
20.7,3,21,7.49,3,106873.17,1
12.7,4,31,7.59,3,94304.14,1
24.9,4,35,4.57,2,128721.93,1
20.2,5,50,9.35,3,143668.57,1
19.0,1,25,3.76,3,100170.03,1
15.2,1,55,5.22,1,74972.87,0
6.5,3,52,3.02,1,68658.14,0
11.4,2,47,6.29,2,85152.68,0
4.9,2,38,1.43,1,56140.79,0
14.4,2,34,3.62,1,87350.1,0
